Gene.symbol	Gene.title	adj.P.Val	logFC
MESDC2	mesoderm development candidate 2	0.106351299257679	-0.691413784846155
PDPR	pyruvate dehydrogenase phosphatase regulatory subunit	0.106377615338089	-0.814419215487181
THYN1	thymocyte nuclear protein 1	0.106380104067897	-0.540400921923077
WDR34	WD repeat domain 34	0.106445863862066	0.607003887589743
		0.106498185213521	-0.649254710333334
		0.106597497532635	-1.06432798587179
OR2D2	olfactory receptor family 2 subfamily D member 2	0.106677325998125	-0.782016032487181
SDF4	stromal cell derived factor 4	0.106677325998125	0.666670422230768
NDUFAF5	NADH:ubiquinone oxidoreductase complex assembly factor 5	0.106789973769263	0.914453114512821
PGP	phosphoglycolate phosphatase	0.106800156869239	0.650473837000001
		0.106826650685344	0.822178630487179
PTMA///PTMA	prothymosin, alpha///prothymosin, alpha	0.106826650685344	0.401136747435899
		0.107003057266262	-0.563796041282053
		0.107003057266262	0.407307737333332
SAC3D1	SAC3 domain containing 1	0.107003109519885	-0.737571096538462
		0.107003109519885	-0.456069288205128
TMX4	thioredoxin related transmembrane protein 4	0.107054116480427	0.702661754974358
PRDX1	peroxiredoxin 1	0.107198000424332	-0.774161145384619
BRIP1	BRCA1 interacting protein C-terminal helicase 1	0.107198000424332	1.14115164992307
		0.107198000424332	-0.6485498055641
TAS2R50	taste 2 receptor member 50	0.107312716403352	-1.114227556
HMGB3P1	high mobility group box 3 pseudogene 1	0.107322051883372	-0.665413834051283
PTGIR	prostaglandin I2 (prostacyclin) receptor (IP)	0.107333801268433	1.06617243184615
		0.107388498838548	-1.73326222920513
		0.107414823077393	-0.637312577205128
SERF1B///SERF1A	small EDRK-rich factor 1B///small EDRK-rich factor 1A	0.107414823077393	-1.22689050546154
		0.107414823077393	-0.95556994092308
PCNX2	pecanex homolog 2 (Drosophila)	0.107499203629392	-0.874195673102565
SRBD1	S1 RNA binding domain 1	0.107696758602785	0.616848118410257
SEC61B	Sec61 translocon beta subunit	0.107732195970487	-0.533124357692307
ZRSR2	zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2	0.107830898222802	0.685159992564103
		0.107910485361406	1.63826138302564
BCL2L2-PABPN1///PABPN1	BCL2L2-PABPN1 readthrough///poly(A) binding protein nuclear 1	0.107977456643883	-0.422161358948717
KLHL24	kelch like family member 24	0.107977456643883	-0.640582948307692
SKP1	S-phase kinase-associated protein 1	0.108004901435668	-0.796845569410261
UBLCP1	ubiquitin like domain containing CTD phosphatase 1	0.108208746078999	0.801318751102564
HPSE	heparanase	0.108213913009861	0.929932388717948
		0.108310466028321	-0.920495306307693
FAM104A	family with sequence similarity 104 member A	0.108316969985403	0.438822909820512
		0.108393473465611	0.628208030333333
		0.108412418297348	-0.55269682846154
LOXL3	lysyl oxidase like 3	0.108412418297348	0.72823419997436
MROH6	maestro heat like repeat family member 6	0.108412418297348	0.679070018794872
		0.108415183745433	1.2333875385641
		0.108415183745433	-0.585861001564099
		0.108437538734792	0.724699141410252
		0.108437538734792	-0.894796166410256
		0.108437538734792	-1.35898192397436
DYNC2H1	dynein cytoplasmic 2 heavy chain 1	0.108437538734792	-0.585175038512821
EIF2D	eukaryotic translation initiation factor 2D	0.108437538734792	-0.591313416333334
TTC31	tetratricopeptide repeat domain 31	0.108437538734792	0.455048003589742
SNORA9///SNHG15	small nucleolar RNA, H/ACA box 9///small nucleolar RNA host gene 15	0.108437538734792	-0.97924470023077
GJB4	gap junction protein beta 4	0.108503443938904	-0.450989379256411
		0.108540516669321	-0.788995923230769
TSPYL2	TSPY like 2	0.108797068362801	-0.804541387897438
TMEM191A	transmembrane protein 191A (pseudogene)	0.108923349906194	-0.81601183692308
HECW1	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1	0.108958754650997	0.492267826974359
		0.109083412062842	1.5523357578718
		0.109113291497433	-0.732177950128206
		0.109189433166789	-0.878179684410257
IGHV3-69-1///IGHV3OR16-7	immunoglobulin heavy variable 3-69-1 (pseudogene)///immunoglobulin heavy variable 3/OR16-7 (pseudogene)	0.109195503643365	1.14643283628205
OR9A2	olfactory receptor family 9 subfamily A member 2	0.109195503643365	-0.445876300102565
ZNF514	zinc finger protein 514	0.109195503643365	-0.872382774948717
		0.109195503643365	-0.518652456923077
		0.109195503643365	0.405677300025641
HOXA5	homeobox A5	0.109195503643365	-1.72835513635898
		0.109226707443806	0.81666486146154
VKORC1L1	vitamin K epoxide reductase complex subunit 1 like 1	0.109227341676028	-0.928190810282053
MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1	0.109233086622794	-0.705536362153846
		0.10933375483189	-0.24542848248718
C17orf77	chromosome 17 open reading frame 77	0.109386745721291	0.50874632125641
SNHG1///SNORD27	small nucleolar RNA host gene 1///small nucleolar RNA, C/D box 27	0.109452098448395	1.44216591812821
		0.109511912415566	-1.04415636064103
MAP3K12	mitogen-activated protein kinase kinase kinase 12	0.109523833100048	-0.580049945589745
		0.109593967017812	-1.04488573482051
MBLAC2	metallo-beta-lactamase domain containing 2	0.109658765047181	-0.689114594692309
KIF22	kinesin family member 22	0.109658765047181	0.587481376897435
ARHGAP17	Rho GTPase activating protein 17	0.109675341425537	1.09489361005128
GOLGA6L6///GOLGA6L22///GOLGA6L1	golgin A6 family-like 6///golgin A6 family-like 22///golgin A6 family-like 1	0.109676349163389	-1.19584683584615
PAX3	paired box 3	0.109858857310125	0.520924417692307
STK10	serine/threonine kinase 10	0.109903323485549	0.487979040717949
FLII	FLII, actin remodeling protein	0.109929604112332	0.512297227692308
BRSK1	BR serine/threonine kinase 1	0.10994783484793	-0.617955553538462
CEBPB	CCAAT/enhancer binding protein beta	0.10996476218564	1.20519064117949
NAT14	N-acetyltransferase 14 (putative)	0.10996476218564	-0.68694379369231
		0.110020171650596	-0.715841492051282
CDC25C	cell division cycle 25C	0.110031471683549	0.880638214923077
ZDHHC21	zinc finger DHHC-type containing 21	0.110031471683549	-0.873212836512822
CDC45	cell division cycle 45	0.110034215067212	0.789239027128205
		0.110226894653354	-0.842196597025643
PHF8	PHD finger protein 8	0.110226894653354	-0.378378744923078
CCNK	cyclin K	0.110226894653354	1.21320297330769
SUMO4	small ubiquitin-like modifier 4	0.110226894653354	-0.97527600897436
		0.110321861380687	1.11322571320513
		0.11046491082967	0.652957606948717
PTCRA///SMARCD2	pre T-cell antigen receptor alpha///SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2	0.11046491082967	0.689701081692307
RAB39B	RAB39B, member RAS oncogene family	0.11046491082967	-0.89862615474359
DNAH10	dynein axonemal heavy chain 10	0.11046491082967	-0.487998711794871
		0.11046491082967	1.07390130438462
CHST7	carbohydrate sulfotransferase 7	0.11046491082967	0.597549559307694
SBK1	SH3 domain binding kinase 1	0.110572452640881	0.54175904928205
WASF3	WAS protein family member 3	0.110581554479105	-0.593369959076924
		0.110593739229863	-2.05654271679487
ARMT1	acidic residue methyltransferase 1	0.110726975971198	0.848418502051281
		0.110742335130187	-0.537505098641027
CSF3R	colony stimulating factor 3 receptor	0.11076404762422	0.891706926589743
CCR6	C-C motif chemokine receptor 6	0.110764905704494	0.98879615051282
UBE2W	ubiquitin conjugating enzyme E2 W (putative)	0.110764905704494	0.755102530769233
GNRH2	gonadotropin releasing hormone 2	0.110764905704494	-0.550624818282052
TGM5	transglutaminase 5	0.110764905704494	0.65673316282051
		0.110764905704494	-0.999006132307693
CRELD1	cysteine rich with EGF like domains 1	0.110764905704494	-0.66188917946154
TJAP1	tight junction associated protein 1	0.110764905704494	0.525096576641027
		0.1107675416761	-0.571113953820514
NOL8	nucleolar protein 8	0.1107675416761	-0.580871870102563
ZNF626	zinc finger protein 626	0.110830492746694	-1.39490029451282
CHP1	calcineurin like EF-hand protein 1	0.110883630710827	0.574710698487182
GFI1B	growth factor independent 1B transcriptional repressor	0.111045936921384	-1.05033052151282
		0.111045936921384	-1.21440362005128
GPD1L	glycerol-3-phosphate dehydrogenase 1-like	0.111045936921384	0.661886489692307
SRSF2	serine and arginine rich splicing factor 2	0.111124511104044	-0.517687550102563
USP53	ubiquitin specific peptidase 53	0.111221131347768	-1.24901726548718
HHAT	hedgehog acyltransferase	0.111250093797936	-0.779141968769231
SPATA2	spermatogenesis associated 2	0.111252167803737	0.562934214358974
BIRC5	baculoviral IAP repeat containing 5	0.111255981831214	0.989255099923076
		0.111255981831214	-0.529410304410257
NFE2	nuclear factor, erythroid 2	0.111255981831214	-0.914166478589744
PRNP	prion protein	0.111255981831214	0.586937051948718
LUZP1	leucine zipper protein 1	0.111303720772123	0.761847788717948
XKR5	XK related 5	0.111361800571084	-0.583218100794872
		0.111498499463272	1.08292699576923
CH25H	cholesterol 25-hydroxylase	0.11158847878058	0.846437952666668
		0.111655476081274	0.695763983435897
C19orf47	chromosome 19 open reading frame 47	0.111664641588181	0.627831290615386
MFSD12	major facilitator superfamily domain containing 12	0.111807635841971	0.678181773256411
		0.11195649896348	-1.31480736892308
MC4R	melanocortin 4 receptor	0.111985049444026	-0.532730722153846
NELFA	negative elongation factor complex member A	0.112115848470588	0.441868527615383
RBM8A	RNA binding motif protein 8A	0.112124398674805	-0.922028100564103
		0.112171871561712	-0.537392956974359
ME1	malic enzyme 1	0.112306873985151	1.37235387602564
		0.112347327798612	-1.10629112112821
		0.112347327798612	1.11448320079487
		0.112409476407561	-0.376520276897436
ZNF827	zinc finger protein 827	0.112451960166769	-0.975833469615384
NRARP	NOTCH-regulated ankyrin repeat protein	0.112490486653299	0.836176682769227
		0.112538280548212	0.525163010230769
CSTF2T	cleavage stimulation factor subunit 2, tau variant	0.112596365230803	-0.626839696897437
FMO3	flavin containing monooxygenase 3	0.112642979542744	-0.44809845848718
MAFG	MAF bZIP transcription factor G	0.112701034950611	0.617462389435897
		0.112905757005594	-1.4539070001282
NAPRT	nicotinate phosphoribosyltransferase	0.112905757005594	-0.624466037410256
HLA-DQB1	major histocompatibility complex, class II, DQ beta 1	0.112922445969104	-2.38717099374359
VBP1	VHL binding protein 1	0.112987315814402	0.693200151205128
RBMS1	RNA binding motif single stranded interacting protein 1	0.112987315814402	0.850995022435899
		0.113015145091556	1.17698357046154
FAM20C	family with sequence similarity 20 member C	0.113015145091556	0.888244595666666
CXCL2	C-X-C motif chemokine ligand 2	0.113015145091556	1.41865644379487
SPATA7	spermatogenesis associated 7	0.113027212895803	-0.602317096307694
		0.113027513562838	0.648650470102565
CAMK2D	calcium/calmodulin dependent protein kinase II delta	0.113081073008841	1.64044901766667
PABPC3	poly(A) binding protein cytoplasmic 3	0.113196299402335	1.15282859869231
COX6B1	cytochrome c oxidase subunit 6B1	0.113317700282276	0.545255862435896
		0.113406197805533	1.46664421846154
UBP1	upstream binding protein 1 (LBP-1a)	0.11347825004919	-0.453889734923077
ATP6V0E2-AS1	ATP6V0E2 antisense RNA 1	0.113538565832839	-0.666906453179485
NEK1	NIMA related kinase 1	0.113568560276697	-0.756991463282053
LINC01559	long intergenic non-protein coding RNA 1559	0.113601650772348	0.510400954717949
NCKIPSD	NCK interacting protein with SH3 domain	0.113637829846246	0.55028687225641
		0.113645393878635	-1.34895649438462
THUMPD2	THUMP domain containing 2	0.113763669255548	-0.635012200000002
ZNF664-FAM101A///ZNF664	filamin-interacting protein FAM101A///zinc finger protein 664	0.113845009555344	-0.763359148282051
LRFN1	leucine rich repeat and fibronectin type III domain containing 1	0.113845009555344	-0.652735805102563
KRTAP12-3	keratin associated protein 12-3	0.11388775032051	-0.795427293025642
PCMTD2	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2	0.114008079453247	-0.678343456435897
TPM4	tropomyosin 4	0.114018306799562	0.697499027820512
		0.114146177225482	-0.681525897717948
		0.114146177225482	0.957748839769231
PRR5L	proline rich 5 like	0.114146177225482	-1.20625271333333
GRK5	G protein-coupled receptor kinase 5	0.114146177225482	0.689439551333332
LOC728024	chromosome X open reading frame 56 pseudogene	0.114146177225482	-0.870191235410256
		0.114146177225482	0.916531161692308
		0.114390257534991	1.16956874153846
		0.114390257534991	0.63593045430769
		0.114390257534991	-0.728782566769233
VPREB1	pre-B lymphocyte 1	0.114421407122417	-0.515061836410259
SCARNA22	small Cajal body-specific RNA 22	0.11443543659476	-0.82239385620513
NAPB	NSF attachment protein beta	0.114637708263989	-0.72961287648718
		0.114640102292045	-0.819723910487181
NRP1	neuropilin 1	0.114701580689873	1.04059343517949
ORC5	origin recognition complex subunit 5	0.114725107829618	-0.756880674
LOC102724237	putative uncharacterized protein UNQ6494/PRO21346	0.114757053725656	0.441129690717948
		0.114986597934029	0.720670748051282
		0.115009870560991	0.750389754923077
		0.115025998773573	0.681677198410255
RBM44	RNA binding motif protein 44	0.115140226306566	0.855678148410255
		0.115140226306566	-0.696217826538463
		0.115175101039421	-0.773379158641028
AMELY	amelogenin, Y-linked	0.115229580044228	-0.564772388923077
SERF2-C15ORF63///HYPK	SERF2-C15orf63 readthrough///huntingtin interacting protein K	0.115288459391312	0.786481781948717
EPB41L4A-AS1	EPB41L4A antisense RNA 1	0.115328482534782	-1.26420816212821
SPATA4	spermatogenesis associated 4	0.115328482534782	-0.452702291974359
RBPJ	recombination signal binding protein for immunoglobulin kappa J region	0.115361035105917	1.08530217548718
		0.115361035105917	1.08284078989744
ASCC2	activating signal cointegrator 1 complex subunit 2	0.115532627031657	0.745032129948715
PARGP1	poly(ADP-ribose) glycohydrolase pseudogene 1	0.115813442450089	1.00497119823077
		0.115813442450089	-1.06420708915385
		0.115813442450089	0.612827392025638
ABCD1	ATP binding cassette subfamily D member 1	0.115856199317349	0.663595220897436
CLIC4	chloride intracellular channel 4	0.11587383896327	0.713848857205129
SAA3P	serum amyloid A3 pseudogene	0.11587383896327	-0.448678687794872
SLC43A3///PRG2	solute carrier family 43 member 3///proteoglycan 2, pro eosinophil major basic protein	0.115876100894444	0.982324393410255
ANKRD18B	ankyrin repeat domain 18B	0.115943806961441	1.15894549846154
HIPK2	homeodomain interacting protein kinase 2	0.116072464001548	0.893042110435897
IKBKB	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta	0.116072464001548	-0.764507738282049
LOC100131763	uncharacterized LOC100131763	0.116269818590457	-0.616649406256411
EFNA2	ephrin A2	0.116274883471817	0.760520173205131
C11orf98///LBHD1	chromosome 11 open reading frame 98///LBH domain containing 1	0.116382162448402	0.750114197743589
GSTTP2///GSTTP1	glutathione S-transferase theta pseudogene 2///glutathione S-transferase theta pseudogene 1	0.116441437136419	-1.02345848871795
MMACHC	methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria	0.116441437136419	-0.67499906497436
NAPEPLD	N-acyl phosphatidylethanolamine phospholipase D	0.116518997747806	-1.27272844241026
MPRIP	myosin phosphatase Rho interacting protein	0.116518997747806	-0.731553480717946
IMPACT	impact RWD domain protein	0.116624014014842	-0.79243819097436
AAMDC	adipogenesis associated Mth938 domain containing	0.116679066210952	-0.654225907538463
ZNF710	zinc finger protein 710	0.116679066210952	0.61752171379487
MED31	mediator complex subunit 31	0.116679066210952	-0.662378036358975
RAD51L3-RFFL///RAD51D	RAD51L3-RFFL readthrough///RAD51 paralog D	0.116847988291333	-0.662669630205127
IL1R1	interleukin 1 receptor type 1	0.116847988291333	1.44188880664103
RHEB	Ras homolog enriched in brain	0.116847988291333	-0.515862358384616
WDR31	WD repeat domain 31	0.116926872458601	-0.742483919974359
		0.116926872458601	0.414767988205128
		0.117078722101069	0.518329469999999
		0.117097078869983	0.63607596123077
HSP90AB6P	heat shock protein 90 alpha family class B member 6, pseudogene	0.117097078869983	-0.493726653717948
		0.117097078869983	-0.692447433358974
		0.117097078869983	1.18619834920513
ZFAND4	zinc finger AN1-type containing 4	0.117097078869983	-0.820277839256413
		0.117128955681336	0.593076695974359
		0.117146500450672	-1.15670035338462
SERPING1	serpin family G member 1	0.117180890897414	-1.25243714235898
XDH	xanthine dehydrogenase	0.117221146681774	0.602807937230769
KLHL21	kelch like family member 21	0.117221146681774	0.509181236974358
ZNF607	zinc finger protein 607	0.117259304836696	-0.886952288153847
ACP7	acid phosphatase 7, tartrate resistant (putative)	0.117594585285412	0.496340845
ABCC6P2///ABCC6P1///ABCC6	ATP binding cassette subfamily C member 6 pseudogene 2///ATP binding cassette subfamily C member 6 pseudogene 1///ATP binding cassette subfamily C member 6	0.117594585285412	-0.550273826589742
